,Area,Job_title,Company,Experience,Salary,Location,Description,Tag assosiated,Posting_date
104,Engineering Jobs,Design Engineer,Khodiyar Engineers,2-7 Yrs,Not disclosed,Ahmedabad, Responsibilities: Shall be responsible for maintaining standard test templates for func...,"AutoCAD, Functional testing, Inspection, Pro-E, Test cases, Manager Quality Control, Troubleshooting, Mechanical engineering",9 Days Ago
105,Engineering Jobs,Design Engineer Lighting Consultant,Khatib and Alami Engineering Consultants Pvt Ltd,4-8 Yrs,Not disclosed,Bengaluru, Minimum degree of Bachelor Electrical Engineering Attend all coordination and progress ...,"electricals, exterior, dialux, lighting, control system, design engineering",10 Days Ago
106,Engineering Jobs,Design Engineer Electrical,Able Design Engineering Services Pvt Ltd,5-10 Yrs,Not disclosed,Hubli, Design Engineer ? Electrical (Automotive/ Vehicle integration) Position : 2 Team : Proj...,"Automotive, Electricals, Vehicle integration",11 Days Ago
107,Engineering Jobs,MANAGER ENGINEERING / MANAGER DESIGN,AZAD ENGINEERING PVT LIMITED,10-20 Yrs,Not disclosed,Hyderabad, Good knowledge of materials and machining process Should be able to lead CAD / CAM depa...,"Design, Fixture Design, Engineering Management, Detailing, CNC, MANUFACTURING, MACHINE, Modeling",11 Days Ago
108,Engineering Jobs,Structural Engineer (M.E Structures),IMEG ENGINEERING (INDIA) PRIVATE LIMITED,0-5 Yrs,Not disclosed,Visakhapatnam, Note:-Candidate should have completed BE / BTech in Civil Engineering and ME / MTech in...,"RCC, Structural Design Engineer, Structural Engineering, Structural Design, Design Engineering, Civil Structural Engineer, Steel, Mtech Structure",14 Days Ago
109,Engineering Jobs,Electrical Design Engineer,IMEG ENGINEERING (INDIA) PRIVATE LIMITED,0-4 Yrs,Not disclosed,Visakhapatnam, Candidates must have cleared all the subjects in one attemptGood English communication ...,"Fire Alarm System, Design Engineering, Electrical Power Distribution, Electrical Design, Electrical Design Engineer, Electrical lighting system, Electricals, Equipment Selection",14 Days Ago
110,Engineering Jobs,Mechanical Design Engineer -GTE,IMEG ENGINEERING (INDIA) PRIVATE LIMITED,0-4 Yrs,Not disclosed,Visakhapatnam, Candidates must have cleared all the subjects in one attemptGood English communication ...,"Piping, drawing, mep engineer, mep, b tech mechanical engineer, design engineering, plumbing, mechanical design",14 Days Ago
111,Engineering Jobs,Design Engineer,KRISHWAVE ENGINEERING SOLUTIONS PRIVATE LIMITED,0-1 Yrs,"2,00,000 - 3,00,000 PA.","Faridabad, Gurgaon, Noida", 1. Good Knowledge of Only Autocad software2. Drawings and Designings3. Create designs i...,"autocad drafting, draughtsman mechanical, autocad, Design Engineer",15 Days Ago
112,Engineering Jobs,Engineer - Electrical,Anewa Engineering Private limited,4-8 Yrs,Not disclosed,Hyderabad, Should have around of 4-8 years of experience in Oil & Gas / Refineries / Petrochemical...,"electricals, Switchgear, design, mto, pdms",12 Days Ago
113,Engineering Jobs,Engineer - Instrumentation,Anewa Engineering Private limited,3-8 Yrs,Not disclosed,Hyderabad, Should have Good exposure in model reviews in PDS / PDMS / SP3D / CAD Worx and exposure...,"Instrumentation, pdms",12 Days Ago
114,Engineering Jobs,Senior Engineer - Instrumentation,Anewa Engineering Private limited,8-12 Yrs,Not disclosed,Hyderabad, Should have around of 8 to 12 years of experience in Oil & Gas/Refineries/Petrochemical...,"Design, Substation, Earthing, Cable Sizing, Switchgear, Cable Tray, MTO, Electricals",12 Days Ago
115,Engineering Jobs,Dynamic (rotating) Seal Design Engineer,National Engineering Industries LTD. (NBC),3-8 Yrs,Not disclosed,Jaipur," Must have sound knowledge of Pro / E, PLM, FMEA, DOE, FEA analysis, standards, engineer...","PLM, FEA, E, seal design, Design Engineering, Pro - E, dynamic seal design, rotating seal",8 Days Ago
116,Engineering Jobs,Design Engineer - Structural,Khatib and Alami Engineering Consultants Pvt Ltd,4-8 Yrs,Not disclosed,Bengaluru, Should have been handled high rise structuresShould have problem-solving capabilitiesSh...,"RCC, Steel Structures",8 Days Ago
117,Engineering Jobs,Senior Engineer- Design (Diesel Engine-Crank Case),Rolls Royce India Private Ltd.,6-8 Yrs,Not disclosed,Pune," Key Accountabilities: Design, modelling and analyse, Engine components Like Crankcase P...","PLM, Assembly line, ERP, SAP, Diesel engines, Project management, Diversity and Inclusion, Product portfolio",None
118,Engineering Jobs,Principal Engineer - Exhaust Gas After Treatment (EGAT),Rolls Royce India Private Ltd.,7-10 Yrs,Not disclosed,Pune, Key Accountabilities Develop technical solutions based upon 'standard' designs that pro...,"Thermodynamics, Product engineering, Powertrain, Sheet metal, Agile, Sensors, Budgeting, Troubleshooting",None
119,Engineering Jobs,Senior Engineer- Design (Diesel Engine-Crank Train),Rolls Royce India Private Ltd.,6-8 Yrs,Not disclosed,Pune," Key Accountabilities: Design, modelling and analyse, mechanical and functional systems ...","PLM, Training, Assembly line, ERP, SAP, Diesel engines, Project management, Diversity and Inclusion",None
120,Merchandiser Jobs,Merchandiser -Home Furnishing ,T Merchandising,0-3 Yrs,Not disclosed,Noida," Candidate must have experience in home furnishing knowledge of Production, Product Deve...","Textile, Home furnishing, Merchandising",2 Days Ago
121,Merchandiser Jobs,Senior Merchandiser,"People First Consultants Pvt Ltd.,",8-13 Yrs,Not disclosed,Gurgaon," HiOne of our client, a garment export and import firm in Gurgaon has the following job ...","Retail Merchandising, Fashion Merchandising, merchandiser, Senior Merchandiser, garment export, merchandising",12 Days Ago
122,Merchandiser Jobs,Garment Merchandiser,AMARTEX INDUSTRIES LIMITED,5-10 Yrs,Not disclosed,"Panchkula, Mohali, Chandigarh", He has to look after every job like buying the raw materials which is required to finis...,"Dyeing, Accessories, Purchase, Textile, Buying, Merchandising, Sampling, Buyer Activities",3 Days Ago
123,Merchandiser Jobs,Visual Merchandiser req in Canada | Australia,PearVisa Immigration Services Pvt Ltd.,3-8 Yrs,"45,00,000 - 80,00,000 PA.","Canada, Australia"," Define, design &implement a creative visual merchandising strategy Create appealing and...","visual merchandising, visualiser, apparel merchandising, merchandiser, merchandising, retail merchandising, merchandizer, fashion merchandising",None
124,Merchandiser Jobs,Merchandiser For Home Decor Industry @ 3.60 LPA,Hiring for Home Decor  industry,2-5 Yrs,"2,00,000 - 3,75,000 PA.",Noida(Sector-16 Noida), Should must have follow up skills EXCELLENT FOLLOW UP SKILLS Most important requirement,"Product Costing, Word, Excel, Home Furnishing, Merchandising, Powerpoint, MS Office, Export Import",5 Days Ago
125,Merchandiser Jobs,Merchandiser/ Sr Merchandiser (Home Furnishing)(2-10 year),GLAN MANAGEMENT CONSULTANCY,2-6 Yrs,Not disclosed,Gurgaon, Job Description: Position: Sr Merchandiser/ Merchandiser (Home Furnishing) Location: Se...,"Senior Design Engineer, Com, Apr, Costing, Email, phone, Home furnishing, Consultancy",30+ Days Ago
126,Merchandiser Jobs,Merchandiser,Jobnath,1-4 Yrs,Not disclosed,Noida, Education: UG - Merchendiger Specialization Industry Type: Textiles/ Garments/Accessori...,"Accessories, Fashion designing, HTTP, Merchandising",30+ Days Ago
127,Merchandiser Jobs,merchandiser- Garment Export(2-10 year),GLAN MANAGEMENT CONSULTANCY,2-5 Yrs,Not disclosed,Gurgaon," Job Description:Position: merchandiser- Garment ExportLocation: Udhyog vihar phase-2, G...","Com, Costing, Mail, DEC, Senior, garment export, Consultancy, Weaving",30+ Days Ago
128,Merchandiser Jobs,Merchandiser/Textile Marketing,Peer To Peer HR Services,5-10 Yrs,Not disclosed,Mumbai, JOB DESCRIPTION Qualification: BTech (Textile) or M Tech (Textile) This may include arr...,"Analytical skills, Sales, HR, Merchandising, Promotional strategies, Monitoring, Inventory",30+ Days Ago
129,Merchandiser Jobs,Sr Merchandiser,Seven Consultancy,3-6 Yrs,Not disclosed,Mumbai, JOB DETAILS 1) Planning and Organizing Fabric & Trims etc. as per factory production pl...,"Supply chain, Warehouse, Stock management, Production planning, Inspection, Garment manufacturing, Merchandising",30+ Days Ago
130,Merchandiser Jobs,Sr. Merchandiser (Leather),MANAV MANAGEMENT GROUP,5-10 Yrs,Not disclosed,Faridabad, Hello I have Requirements for the post of: - Sr. Merchandiser (Leather) Company: - Leat...,"Sr. Merch, Leather Garments,  Sr. Merch, iser, iser (Leather), leather accessories, leather merch, Leather",30+ Days Ago
131,Merchandiser Jobs,Merchandiser,Abhi Placements,4-8 Yrs,Not disclosed,Ludhiana," (Male)Merchandiser, experience- 5- 7 years, salary- 15- 20kpm, Qualification- graduatio...","Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information",30+ Days Ago
132,Merchandiser Jobs,Export Merchandiser,kk consulting services,1-5 Yrs,Not disclosed,Mumbai," However, you should always be sure that your new job offers you the means to satisfy yo...","Accessories, Basic, Excel, Consulting, Sales Coordinator, Logistics",30+ Days Ago
133,Merchandiser Jobs,Merchandiser,mycityband,1-5 Yrs,Not disclosed,"Ahmedabad, Hyderabad"," Merchandise the store, stock level reporting, analysis of the fast moving products, cre...","Vendor, Merchandising",30+ Days Ago
134,Merchandiser Jobs,merchandiser,Seven Consultancy,4-6 Yrs,Not disclosed,Mumbai," Job Description: We are into Tenders, We need a Merchandiser for Tender Sample preparat...","Accessories, Recruitment",30+ Days Ago
135,Merchandiser Jobs,merchandiser,Seven Consultancy,1-5 Yrs,Not disclosed,"Mumbai, Thane", Required Female Candidate Need to market and coordinate with buyer. Procurement of orde...,Procurement,30+ Days Ago
136,Merchandiser Jobs,Merchandisers with minimum 10 yrs of experience,Billoomi Fashion,10-12 Yrs,Not disclosed,Greater Noida, Merchandisers with minimum 10 yrs of experience,Merchandisers ,30+ Days Ago
137,Merchandiser Jobs,Jobs Merchandiser,Seven Consultancy,3-8 Yrs,Not disclosed,"Mumbai, Thane", JOB DETAILS 1) Planning and Organizing Fabric Trims etc. as per factory production plan...,"Supply chain, Warehouse, Stock management, Production planning, Fabric sourcing, Inspection, Merchandising",30+ Days Ago
138,Merchandiser Jobs,Sr. Merchandiser (f),Abhi Placements,3-7 Yrs,Not disclosed,Ludhiana, Sr. Merchandiser (f),"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information",30+ Days Ago
139,Merchandiser Jobs,Sr. Merchandiser,Abhi Placements,5-10 Yrs,Not disclosed,Ludhiana, Candidate should be a Graduate.Candidate should posses good at communication skill.Cand...,"Import, Export, Merchandising, Business Executive, Merchandiser",30+ Days Ago
140,Security Jobs,Senior IT Security Analyst,Ensono Technologies LLP,4-6 Yrs,Not disclosed,Pune," Job Function Overview: The Senior IT Security Analyst, under the direction of the Cyber...","Unix, SMTP, Linux, VB SCRIPT, Cisa, Information security, DNS, Windows",2 Days Ago
141,Security Jobs,Chief Security & Safety Officer(CSSO),Medical Trust Hospital,15-20 Yrs,Not disclosed,Kochi, Job Description : Experience - 15 years and above Ex-Servicemen Preferred Experience in...,"Chief Security, Safety Officer",None
142,Security Jobs,Security,"Ride Softech Solutions LLP, Pune",2-5 Yrs,Not disclosed,Pune, Security Integrity Open Culture Network and Relationships we create amazing Apps Missio...,"Networking, Network security, Cost",9 Days Ago
143,Security Jobs,Security Manager,Ansal Housing and Construction Ltd,12-15 Yrs,Not disclosed,Delhi NCR, Maintain Fire assets and take measures for effective fire fighting as requiredLiaise wi...,"Emergency Response, Business Operations, Security Management, Safety, Fire Fighting",12 Days Ago
144,Security Jobs,Assistant Manager - Security (location Siliguri),Flipkart Internet Private Limited,3-5 Yrs,Not disclosed,Siliguri," Job Description:Assistant Manager - Security (Location Siliguri)About FlipkartIn 2007, ...","Security Automation, Physical Security, Law Enforcement, Security Management, Logistics Security Management, Security Operations",3 Days Ago
145,Security Jobs,Assistant Manager - Security,Flipkart Internet Private Limited,7-12 Yrs,Not disclosed,Chennai, About the TeamFlipkart Security Team provides a safe and secure business environment by...,"Security Automation, Security Audit, Physical Security, Law Enforcement, Security Management, Logistics Security Management, Security Operations, Fire Fighting",3 Days Ago
146,Security Jobs,Security Leader,Global Talent Pool,6-8 Yrs,Not disclosed,Bengaluru," 1.Thorough Knowledge of Security Architecture Patterns 2.Expert with Firewalls, Api Sec...","cloud security, Architecture, Penetration testing",4 Days Ago
147,Security Jobs,Chief Executive Officer - Security Institute,ARUNACHALA LOGISTICS (P) LTD,15-20 Yrs,Not disclosed,South India, To sphere Head the entire operations of the Security Institute. To set up the Institute...,"Vigilance, Computer Savvy, Army, Top Management, Surveillance, Security, Operations, Heading Profit Centre",9 Days Ago
148,Security Jobs,Security Guard,Motivfly Consultancy Services,2-7 Yrs,Not disclosed,Mandi," Education : 10th and Above Age : 21 - 40 Years Language : Candidate Who Can Read, Write...",Security Guard,10 Days Ago
149,Security Jobs,Urgent Opening- Security&loss Prevention Officer-junagadh Logistics C,Ecom Express Private Limited,4-9 Yrs,"2,50,000 - 4,00,000 PA.","Rajkot,  junagadh"," candidate should be from Security background, vigilance backgroundgraduation compulsory...","Team Management, Operation Team, Security Audit, Loss Prevention, security officer services, Risk Assessment, Security Officer, Process Flow",4 Days Ago
150,Security Jobs,Urgent Requirement of Security Assistant (female / Male),Sarvodaya Hospital and Research Centre (Unit of Anshu Hospitals Ltd.),2-7 Yrs,Not disclosed,Faridabad, We have urgent requirement for Male Female Security Assistant / GuardNumber of position...,"female vigilance, Female Security Guard, Security Guard, female security officer, female security incharge, Female Security, Security Assistant, Female Security Assistant",12 Days Ago
151,Security Jobs,Male Security Manager - EX Servicemen,ManpowerGroup Services India Private Limited,6-11 Yrs,"4,00,000 - 5,00,000 PA.",Bengaluru, We are hiring for Security Manager - MALE positionÃÂ (Ex- Servicemen - Army / Navy / A...,"Leadership, Army, Navy, Access Control System, Stationary, PA System, Visitor Management, Security Management",3 Days Ago
152,Security Jobs,Excellent Job Opening For Head Security Technical Convergence & Traini,Convate Consultancy Services Pvt Ltd,10-15 Yrs,Not disclosed,Jamshedpur," Greetings from Convate...! We have been retained by the largest Industry in Jamshedpur,...","IT Security Management, IT Security",14 Days Ago
